timestamp,P_total,p_BASE,T_ext,P_estime_clim,o_climatisation,P_reel_clim,aggregate_estimated
2019-05-07 00:00:00,1.002,1.002,11.4,0.0,0,0.0,0.0
2019-05-07 00:15:00,1.021,1.021,11.4,0.0,0,0.0,0.0
2019-05-07 00:30:00,0.965,0.965,11.4,0.0,0,0.0,0.0
2019-05-07 00:45:00,0.958,0.958,11.4,0.0,0,0.0,0.0
2019-05-07 01:00:00,0.902,0.902,10.7,0.0,0,0.0,0.0
2019-05-07 01:15:00,0.997,0.997,10.7,0.0,0,0.0,0.0
2019-05-07 01:30:00,0.956,0.956,10.7,0.0,0,0.0,0.0
2019-05-07 01:45:00,0.939,0.939,10.7,0.0,0,0.0,0.0
2019-05-07 02:00:00,0.998,0.998,11.3,0.0,0,0.0,0.0
2019-05-07 02:15:00,0.919,0.919,11.3,0.0,0,0.0,0.0
2019-05-07 02:30:00,0.878,0.878,11.3,0.0,0,0.0,0.0
2019-05-07 02:45:00,1.047,1.047,11.3,0.0,0,0.0,0.0
2019-05-07 03:00:00,1.018,1.018,10.9,0.0,0,0.0,0.0
2019-05-07 03:15:00,0.915,0.915,10.9,0.0,0,0.0,0.0
2019-05-07 03:30:00,0.657,0.657,10.9,0.0,0,0.0,0.0
2019-05-07 03:45:00,0.838,0.838,10.9,0.0,0,0.0,0.0
2019-05-07 04:00:00,0.801,0.801,10.8,0.0,0,0.0,0.0
2019-05-07 04:15:00,0.8240000000000001,0.8240000000000001,10.8,0.0,0,0.0,0.0
2019-05-07 04:30:00,0.668,0.668,10.8,0.0,0,0.0,0.0
2019-05-07 04:45:00,0.609,0.609,10.8,0.0,0,0.0,0.0
2019-05-07 05:00:00,0.591,0.591,10.2,0.0,0,0.0,0.0
2019-05-07 05:15:00,0.5860000000000001,0.5860000000000001,10.2,0.0,0,0.0,0.0
2019-05-07 05:30:00,1.503,1.503,10.2,0.0,0,0.0,0.0
2019-05-07 05:45:00,0.991,0.991,10.2,0.0,0,0.0,0.0
2019-05-07 06:00:00,1.401,1.401,11.5,0.0,0,0.0,0.0
2019-05-07 06:15:00,2.01,2.01,11.5,0.0,0,0.0,0.0
2019-05-07 06:30:00,2.107,2.107,11.5,0.0,0,0.0,0.0
2019-05-07 06:45:00,3.446,3.446,11.5,0.0,0,0.0,0.0
2019-05-07 07:00:00,2.14,2.14,12.7,0.0,0,0.0,0.0
2019-05-07 07:15:00,1.094,1.094,12.7,0.0,0,0.0,0.0
2019-05-07 07:30:00,1.667,1.667,12.7,0.0,0,0.0,0.0
2019-05-07 07:45:00,2.516,2.516,12.7,0.0,0,0.0,0.0
2019-05-07 08:00:00,2.242,2.242,13.5,0.0,0,0.0,0.0
2019-05-07 08:15:00,1.275,1.275,13.5,0.0,0,0.0,0.0
2019-05-07 08:30:00,1.279,1.279,13.5,0.0,0,0.0,0.0
2019-05-07 08:45:00,0.795,0.795,13.5,0.0,0,0.0,0.0
2019-05-07 09:00:00,1.838,1.838,14.7,0.0,0,0.0,0.0
2019-05-07 09:15:00,2.126,2.126,14.7,0.0,0,0.0,0.0
2019-05-07 09:30:00,3.353,3.353,14.7,0.0,0,0.0,0.0
2019-05-07 09:45:00,2.824,2.824,14.7,0.0,0,0.0,0.0
2019-05-07 10:00:00,2.498,2.498,16.0,0.0,0,0.0,0.0
2019-05-07 10:15:00,1.466,1.466,16.0,0.0,0,0.0,0.0
2019-05-07 10:30:00,2.587,2.587,16.0,0.0,0,0.0,0.0
2019-05-07 10:45:00,4.23,4.23,16.0,0.0,0,0.0,0.0
2019-05-07 11:00:00,2.902,2.902,18.0,0.0,0,0.0,0.0
2019-05-07 11:15:00,1.21,1.21,18.0,0.0,0,0.0,0.0
2019-05-07 11:30:00,0.648,0.648,18.0,0.0,0,0.0,0.0
2019-05-07 11:45:00,0.888,0.888,18.0,0.0,0,0.0,0.0
2019-05-07 12:00:00,0.6699999999999999,0.6699999999999999,18.5,0.0,0,0.0,0.0
2019-05-07 12:15:00,0.804,0.804,18.5,0.0,0,0.0,0.0
2019-05-07 12:30:00,0.961,0.961,18.5,0.0,0,0.0,0.0
2019-05-07 12:45:00,0.5770000000000001,0.5770000000000001,18.5,0.0,0,0.0,0.0
2019-05-07 13:00:00,0.533,0.533,17.5,0.0,0,0.0,0.0
2019-05-07 13:15:00,0.926,0.926,17.5,0.0,0,0.0,0.0
2019-05-07 13:30:00,0.896,0.896,17.5,0.0,0,0.0,0.0
2019-05-07 13:45:00,1.723,1.723,17.5,0.0,0,0.0,0.0
2019-05-07 14:00:00,0.999,0.999,17.5,0.0,0,0.0,0.0
2019-05-07 14:15:00,1.294,1.294,17.5,0.0,0,0.0,0.0
2019-05-07 14:30:00,0.898,0.898,17.5,0.0,0,0.0,0.0
2019-05-07 14:45:00,1.476,1.476,17.5,0.0,0,0.0,0.0
2019-05-07 15:00:00,1.197,1.197,17.2,0.0,0,0.0,0.0
2019-05-07 15:15:00,0.863,0.863,17.2,0.0,0,0.0,0.0
2019-05-07 15:30:00,0.756,0.756,17.2,0.0,0,0.0,0.0
2019-05-07 15:45:00,1.515,1.515,17.2,0.0,0,0.0,0.0
2019-05-07 16:00:00,2.851,2.851,17.2,0.0,0,0.0,0.0
2019-05-07 16:15:00,2.9770000000000003,2.9770000000000003,17.2,0.0,0,0.0,0.0
2019-05-07 16:30:00,2.888,2.888,17.2,0.0,0,0.0,0.0
2019-05-07 16:45:00,5.129,5.129,17.2,0.0,0,0.0,0.0
2019-05-07 17:00:00,4.987,4.987,17.5,0.0,0,0.0,0.0
2019-05-07 17:15:00,4.015000000000001,4.015000000000001,17.5,0.0,0,0.0,0.0
2019-05-07 17:30:00,2.261,2.261,17.5,0.0,0,0.0,0.0
2019-05-07 17:45:00,2.199,2.199,17.5,0.0,0,0.0,0.0
2019-05-07 18:00:00,2.725,2.725,17.5,0.0,0,0.0,0.0
2019-05-07 18:15:00,2.647,2.647,17.5,0.0,0,0.0,0.0
2019-05-07 18:30:00,0.844,0.844,17.5,0.0,0,0.0,0.0
2019-05-07 18:45:00,1.099,1.099,17.5,0.0,0,0.0,0.0
2019-05-07 19:00:00,1.024,1.024,15.1,0.0,0,0.0,0.0
2019-05-07 19:15:00,1.118,1.118,15.1,0.0,0,0.0,0.0
2019-05-07 19:30:00,2.201,2.201,15.1,0.0,0,0.0,0.0
2019-05-07 19:45:00,2.155,2.155,15.1,0.0,0,0.0,0.0
2019-05-07 20:00:00,2.227,2.227,14.4,0.0,0,0.0,0.0
