timestamp,P_total,p_BASE,T_ext,P_estime_clim,o_climatisation,P_reel_clim,aggregate_estimated
2019-08-01 00:00:00,0.491,0.491,24.4,0.0,0,0.0,0.0
2019-08-01 00:15:00,0.495,0.495,24.4,0.0,0,0.0,0.0
2019-08-01 00:30:00,0.487,0.487,24.4,0.0,0,0.0,0.0
2019-08-01 00:45:00,0.492,0.492,24.4,0.0,0,0.0,0.0
2019-08-01 01:00:00,0.49,0.49,22.8,0.0,0,0.0,0.0
2019-08-01 01:15:00,0.489,0.489,22.8,0.0,0,0.0,0.0
2019-08-01 01:30:00,0.491,0.491,22.8,0.0,0,0.0,0.0
2019-08-01 01:45:00,0.488,0.488,22.8,0.0,0,0.0,0.0
2019-08-01 02:00:00,0.486,0.486,23.0,0.0,0,0.0,0.0
2019-08-01 02:15:00,0.487,0.487,23.0,0.0,0,0.0,0.0
2019-08-01 02:30:00,0.487,0.487,23.0,0.0,0,0.0,0.0
2019-08-01 02:45:00,0.488,0.488,23.0,0.0,0,0.0,0.0
2019-08-01 03:00:00,0.488,0.488,22.8,0.0,0,0.0,0.0
2019-08-01 03:15:00,0.488,0.488,22.8,0.0,0,0.0,0.0
2019-08-01 03:30:00,0.486,0.486,22.8,0.0,0,0.0,0.0
2019-08-01 03:45:00,0.492,0.492,22.8,0.0,0,0.0,0.0
2019-08-01 04:00:00,0.491,0.491,22.4,0.0,0,0.0,0.0
2019-08-01 04:15:00,0.486,0.486,22.4,0.0,0,0.0,0.0
2019-08-01 04:30:00,0.487,0.487,22.4,0.0,0,0.0,0.0
2019-08-01 04:45:00,0.488,0.488,22.4,0.0,0,0.0,0.0
2019-08-01 05:00:00,0.666,0.666,22.1,0.0,0,0.0,0.0
2019-08-01 05:15:00,0.764,0.764,22.1,0.0,0,0.0,0.0
2019-08-01 05:30:00,0.653,0.653,22.1,0.0,0,0.0,0.0
2019-08-01 05:45:00,0.661,0.661,22.1,0.0,0,0.0,0.0
2019-08-01 06:00:00,0.767,0.767,22.6,0.0,0,0.0,0.0
2019-08-01 06:15:00,0.719,0.719,22.6,0.0,0,0.0,0.0
2019-08-01 06:30:00,0.715,0.715,22.6,0.0,0,0.0,0.0
2019-08-01 06:45:00,0.583,0.583,22.6,0.0,0,0.0,0.0
2019-08-01 07:00:00,0.538,0.538,23.6,0.0,0,0.0,0.0
2019-08-01 07:15:00,0.489,0.489,23.6,0.0,0,0.0,0.0
2019-08-01 07:30:00,0.489,0.489,23.6,0.0,0,0.0,0.0
2019-08-01 07:45:00,0.49,0.49,23.6,0.0,0,0.0,0.0
2019-08-01 08:00:00,0.489,0.489,24.5,0.0,0,0.0,0.0
2019-08-01 08:15:00,0.487,0.487,24.5,0.0,0,0.0,0.0
2019-08-01 08:30:00,0.609,0.609,24.5,0.0,0,0.0,0.0
