timestamp,P_total,p_BASE,T_ext,P_estime_clim,o_climatisation,P_reel_clim,aggregate_estimated
2019-10-22 00:00:00,0.155,0.155,11.6,0.0,0,0.0,0.0
2019-10-22 00:15:00,0.096,0.096,11.6,0.0,0,0.0,0.0
2019-10-22 00:30:00,0.156,0.156,11.6,0.0,0,0.0,0.0
2019-10-22 00:45:00,0.111,0.111,11.6,0.0,0,0.0,0.0
2019-10-22 01:00:00,0.16,0.16,11.1,0.0,0,0.0,0.0
2019-10-22 01:15:00,0.241,0.241,11.1,0.0,0,0.0,0.0
2019-10-22 01:30:00,0.125,0.125,11.1,0.0,0,0.0,0.0
2019-10-22 01:45:00,0.094,0.094,11.1,0.0,0,0.0,0.0
2019-10-22 02:00:00,0.137,0.137,11.4,0.0,0,0.0,0.0
2019-10-22 02:15:00,0.129,0.129,11.4,0.0,0,0.0,0.0
2019-10-22 02:30:00,0.207,0.207,11.4,0.0,0,0.0,0.0
2019-10-22 02:45:00,0.179,0.179,11.4,0.0,0,0.0,0.0
2019-10-22 03:00:00,0.142,0.142,11.1,0.0,0,0.0,0.0
2019-10-22 03:15:00,2.607,2.607,11.1,0.0,0,0.0,0.0
2019-10-22 03:30:00,2.415,2.415,11.1,0.0,0,0.0,0.0
2019-10-22 03:45:00,0.199,0.199,11.1,0.0,0,0.0,0.0
2019-10-22 04:00:00,0.135,0.135,11.6,0.0,0,0.0,0.0
2019-10-22 04:15:00,0.186,0.186,11.6,0.0,0,0.0,0.0
2019-10-22 04:30:00,2.092,2.092,11.6,0.0,0,0.0,0.0
2019-10-22 04:45:00,2.313,2.313,11.6,0.0,0,0.0,0.0
2019-10-22 05:00:00,2.178,2.178,11.4,0.0,0,0.0,0.0
2019-10-22 05:15:00,1.18,1.18,11.4,0.0,0,0.0,0.0
2019-10-22 05:30:00,0.919,0.919,11.4,0.0,0,0.0,0.0
2019-10-22 05:45:00,1.599,1.599,11.4,0.0,0,0.0,0.0
2019-10-22 06:00:00,1.4089999999999998,1.4089999999999998,11.4,0.0,0,0.0,0.0
2019-10-22 06:15:00,1.092,1.092,11.4,0.0,0,0.0,0.0
2019-10-22 06:30:00,3.6,3.6,11.4,0.0,0,0.0,0.0
2019-10-22 06:45:00,3.339,3.339,11.4,0.0,0,0.0,0.0
2019-10-22 07:00:00,1.767,1.767,12.2,0.0,0,0.0,0.0
2019-10-22 07:15:00,1.1780000000000002,1.1780000000000002,12.2,0.0,0,0.0,0.0
2019-10-22 07:30:00,2.782,2.782,12.2,0.0,0,0.0,0.0
2019-10-22 07:45:00,3.024,3.024,12.2,0.0,0,0.0,0.0
2019-10-22 08:00:00,3.144,3.144,12.8,0.0,0,0.0,0.0
2019-10-22 08:15:00,3.218,3.218,12.8,0.0,0,0.0,0.0
2019-10-22 08:30:00,3.387,3.387,12.8,0.0,0,0.0,0.0
2019-10-22 08:45:00,3.667,3.667,12.8,0.0,0,0.0,0.0
2019-10-22 09:00:00,0.382,0.382,13.6,0.0,0,0.0,0.0
2019-10-22 09:15:00,0.465,0.465,13.6,0.0,0,0.0,0.0
2019-10-22 09:30:00,0.321,0.321,13.6,0.0,0,0.0,0.0
2019-10-22 09:45:00,0.248,0.248,13.6,0.0,0,0.0,0.0
2019-10-22 10:00:00,0.24,0.24,14.6,0.0,0,0.0,0.0
2019-10-22 10:15:00,0.309,0.309,14.6,0.0,0,0.0,0.0
2019-10-22 10:30:00,0.196,0.196,14.6,0.0,0,0.0,0.0
2019-10-22 10:45:00,0.344,0.344,14.6,0.0,0,0.0,0.0
2019-10-22 11:00:00,0.5,0.5,15.6,0.0,0,0.0,0.0
2019-10-22 11:15:00,0.445,0.445,15.6,0.0,0,0.0,0.0
2019-10-22 11:30:00,0.426,0.426,15.6,0.0,0,0.0,0.0
2019-10-22 11:45:00,0.405,0.405,15.6,0.0,0,0.0,0.0
2019-10-22 12:00:00,0.309,0.309,15.9,0.0,0,0.0,0.0
2019-10-22 12:15:00,0.22,0.22,15.9,0.0,0,0.0,0.0
2019-10-22 12:30:00,0.177,0.177,15.9,0.0,0,0.0,0.0
2019-10-22 12:45:00,0.088,0.088,15.9,0.0,0,0.0,0.0
2019-10-22 13:00:00,0.112,0.112,16.1,0.0,0,0.0,0.0
2019-10-22 13:15:00,0.243,0.243,16.1,0.0,0,0.0,0.0
2019-10-22 13:30:00,0.399,0.399,16.1,0.0,0,0.0,0.0
2019-10-22 13:45:00,0.211,0.211,16.1,0.0,0,0.0,0.0
2019-10-22 14:00:00,0.133,0.133,16.4,0.0,0,0.0,0.0
