timestamp,P_total,p_BASE,T_ext,P_estime_clim,o_climatisation,P_reel_clim,aggregate_estimated
2015-07-01,0.472,0.472,24.2,0.0,0,0.0,0.0
2015-07-01 00:15:00,0.433,0.433,24.125,0.0,0,0.0,0.0
2015-07-01 00:30:00,0.429,0.429,24.049999999999997,0.0,0,0.0,0.0
2015-07-01 00:45:00,0.477,0.477,23.975,0.0,0,0.0,0.0
2015-07-01 01:00:00,0.669,0.669,23.9,0.0,0,0.0,0.0
2015-07-01 01:15:00,0.46,0.46,23.674999999999997,0.0,0,0.0,0.0
2015-07-01 01:30:00,0.439,0.439,23.45,0.0,0,0.0,0.0
2015-07-01 01:45:00,0.438,0.438,23.225,0.0,0,0.0,0.0
2015-07-01 02:00:00,0.464,0.464,23.0,0.0,0,0.0,0.0
2015-07-01 02:15:00,0.456,0.456,22.75,0.0,0,0.0,0.0
2015-07-01 02:30:00,0.432,0.432,22.5,0.0,0,0.0,0.0
2015-07-01 02:45:00,0.419,0.419,22.25,0.0,0,0.0,0.0
2015-07-01 03:00:00,0.409,0.409,22.0,0.0,0,0.0,0.0
2015-07-01 03:15:00,0.363,0.363,21.825,0.0,0,0.0,0.0
2015-07-01 03:30:00,0.386,0.386,21.65,0.0,0,0.0,0.0
2015-07-01 03:45:00,0.374,0.374,21.475,0.0,0,0.0,0.0
2015-07-01 04:00:00,0.27,0.27,21.3,0.0,0,0.0,0.0
2015-07-01 04:15:00,0.335,0.335,21.2,0.0,0,0.0,0.0
2015-07-01 04:30:00,0.406,0.406,21.1,0.0,0,0.0,0.0
2015-07-01 04:45:00,0.314,0.314,21.0,0.0,0,0.0,0.0
2015-07-01 05:00:00,0.268,0.268,20.9,0.0,0,0.0,0.0
2015-07-01 05:15:00,0.346,0.346,20.875,0.0,0,0.0,0.0
2015-07-01 05:30:00,0.399,0.399,20.85,0.0,0,0.0,0.0
2015-07-01 05:45:00,0.299,0.299,20.825,0.0,0,0.0,0.0
2015-07-01 06:00:00,0.268,0.268,20.8,0.0,0,0.0,0.0
2015-07-01 06:15:00,0.368,0.368,20.55,0.0,0,0.0,0.0
2015-07-01 06:30:00,0.38,0.38,20.3,0.0,0,0.0,0.0
2015-07-01 06:45:00,0.3,0.3,20.05,0.0,0,0.0,0.0
2015-07-01 07:00:00,0.281,0.281,19.8,0.0,0,0.0,0.0
2015-07-01 07:15:00,0.357,0.357,19.75,0.0,0,0.0,0.0
2015-07-01 07:30:00,0.38,0.38,19.700000000000003,0.0,0,0.0,0.0
2015-07-01 07:45:00,0.298,0.298,19.65,0.0,0,0.0,0.0
2015-07-01 08:00:00,0.288,0.288,19.6,0.0,0,0.0,0.0
2015-07-01 08:15:00,0.519,0.519,19.575000000000003,0.0,0,0.0,0.0
2015-07-01 08:30:00,0.574,0.574,19.55,0.0,0,0.0,0.0
2015-07-01 08:45:00,0.373,0.373,19.525,0.0,0,0.0,0.0
