timestamp,P_total,p_BASE,T_ext,P_estime_clim,o_climatisation,P_reel_clim,aggregate_estimated
2014-07-01,1.127,1.127,22.4,0.0,0,0.503,0.0
2014-07-01 00:15:00,1.872,1.872,22.25,0.0,0,1.219,0.0
2014-07-01 00:30:00,0.98,0.48,22.1,0.5,1,0.446,0.5
2014-07-01 00:45:00,0.34,0.34,21.95,0.0,0,0.0,0.0
2014-07-01 01:00:00,2.117,0.617,21.8,1.5,1,1.413,1.5
2014-07-01 01:15:00,0.19,0.19,21.55,0.0,0,0.0,0.0
2014-07-01 01:30:00,0.296,0.296,21.3,0.0,0,0.037,0.0
2014-07-01 01:45:00,1.822,0.32200000000000006,21.05,1.5,1,1.192,1.5
2014-07-01 02:00:00,0.265,0.265,20.8,0.0,0,0.0,0.0
2014-07-01 02:15:00,0.375,0.375,20.5,0.0,0,0.144,0.0
2014-07-01 02:30:00,1.453,1.453,20.200000000000003,0.0,0,0.923,0.0
2014-07-01 02:45:00,0.274,0.274,19.9,0.0,0,0.0,0.0
2014-07-01 03:00:00,0.443,0.443,19.6,0.0,0,0.141,0.0
2014-07-01 03:15:00,1.338,1.338,19.4,0.0,0,0.857,0.0
2014-07-01 03:30:00,0.225,0.225,19.200000000000003,0.0,0,0.0,0.0
2014-07-01 03:45:00,0.276,0.276,19.0,0.0,0,0.0,0.0
2014-07-01 04:00:00,1.492,1.492,18.8,0.0,0,0.929,0.0
2014-07-01 04:15:00,0.209,0.209,18.675,0.0,0,0.0,0.0
2014-07-01 04:30:00,0.219,0.219,18.55,0.0,0,0.0,0.0
2014-07-01 04:45:00,0.277,0.277,18.425,0.0,0,0.0,0.0
2014-07-01 05:00:00,1.416,1.416,18.3,0.0,0,0.869,0.0
2014-07-01 05:15:00,0.555,0.555,18.25,0.0,0,0.0,0.0
2014-07-01 05:30:00,0.373,0.373,18.200000000000003,0.0,0,0.0,0.0
2014-07-01 05:45:00,0.266,0.266,18.15,0.0,0,0.0,0.0
2014-07-01 06:00:00,1.483,1.483,18.1,0.0,0,0.904,0.0
2014-07-01 06:15:00,0.282,0.282,17.825000000000003,0.0,0,0.0,0.0
2014-07-01 06:30:00,0.274,0.274,17.55,0.0,0,0.0,0.0
2014-07-01 06:45:00,0.269,0.269,17.275,0.0,0,0.0,0.0
2014-07-01 07:00:00,1.46,1.46,17.0,0.0,0,0.894,0.0
2014-07-01 07:15:00,0.237,0.237,17.0,0.0,0,0.0,0.0
2014-07-01 07:30:00,0.212,0.212,17.0,0.0,0,0.0,0.0
2014-07-01 07:45:00,0.302,0.302,17.0,0.0,0,0.0,0.0
2014-07-01 08:00:00,0.47,0.47,17.0,0.0,0,0.0,0.0
2014-07-01 08:15:00,0.42,0.42,16.925,0.0,0,0.0,0.0
